_observation.scope_ids	action.delivered_exposure	action.selected	action.success	learning.edge.access-bundle.strength	learning.edge.bundle-context.strength	learning.edge.cue-root.strength	learning.edge.episode-bundle.strength	learning.edge.global-protector-one.strength	learning.edge.joint-one.strength	learning.edge.joint-three.strength	learning.edge.joint-two.strength	learning.edge.local-broadcast.strength	learning.edge.local-monitor.strength	learning.edge.partner-regulation.strength	learning.edge.partner-trust-one.strength	learning.edge.protector-one-two.strength	learning.edge.protector-three-one.strength	learning.edge.protector-two-three.strength	learning.edge.structure-episode.strength	learning.parameter.episode-state.value	learning.parameter.exposure-state.value	learning.parameter.partner-state.value	observation.delivered_log_likelihood	observation.is_imaginal	observation.log_likelihood.full-coupling	observation.log_likelihood.reduced-coupling	observation.marginal_equivalence_error	observation.scope_size	observation.source	policy.access_probability	policy.joint.expected_free_energy.protector-one=approach;protector-three=approach;protector-two=approach	policy.joint.posterior.protector-one=approach;protector-three=approach;protector-two=approach	policy.protector.protector-one.permission_probability	policy.protector.protector-three.permission_probability	policy.protector.protector-two.permission_probability	provenance.edge_id	provenance.model_candidate	provenance.observation_event_id	provenance.rng_namespace	provenance.update_function	run.arm	run.episode	run.event_executed	run.event_id	run.event_index	run.event_kind	run.genome_id	run.row_index	run.row_kind	run.seed	run.stop_reason	run.stopped	run.time	state.access.access-main.probability	state.bundle.bundle-main.activation_probability	state.bundle.bundle-main.expected_outcome	state.bundle.bundle-main.mandate_probability	state.bundle.bundle-main.root_probability	state.context.context-main.posterior.episode-state.mixed	state.context.context-main.posterior.episode-state.repair	state.context.context-main.posterior.episode-state.safe	state.context.context-main.posterior.episode-state.threat	state.context.context-main.posterior.exposure-state.high	state.context.context-main.posterior.exposure-state.low	state.context.context-main.posterior.partner-state.adverse	state.context.context-main.posterior.partner-state.ambiguous	state.context.context-main.posterior.partner-state.helpful	state.context.context-main.transition_entropy	state.cue.cue-main.meaning_probability	state.cue.cue-main.root_association	state.episode.episode-main.joint_probability	state.global_precision.global-main.context	state.global_precision.global-main.depth	state.global_precision.global-main.interoception	state.global_precision.global-main.part	state.global_precision.global-main.policy	state.global_precision.global-main.relationship	state.local_precision.local-one.calibration_error	state.local_precision.local-one.mean	state.partner.partner-main.regulation_probability	state.partner.partner-main.trust_probability	state.protector.protector-one.forecast_coprotection	state.protector.protector-one.forecast_outcome	state.protector.protector-one.forecast_partner_type	state.protector.protector-one.permission_probability	state.protector.protector-one.suppression_probability	state.protector.protector-three.forecast_coprotection	state.protector.protector-three.forecast_outcome	state.protector.protector-three.forecast_partner_type	state.protector.protector-three.permission_probability	state.protector.protector-three.suppression_probability	state.protector.protector-two.forecast_coprotection	state.protector.protector-two.forecast_outcome	state.protector.protector-two.forecast_partner_type	state.protector.protector-two.permission_probability	state.protector.protector-two.suppression_probability	state.structure.structure-main.complexity.full-coupling	state.structure.structure-main.complexity.reduced-coupling	state.structure.structure-main.first_stable_reduced_win	state.structure.structure-main.log_evidence.full-coupling	state.structure.structure-main.log_evidence.reduced-coupling	state.structure.structure-main.reversals_to_full	state.structure.structure-main.selected.full-coupling	state.structure.structure-main.selected.reduced-coupling	world.potential_hazard	world.realized_hazard	world.truth.episode-state	world.truth.exposure-state	world.truth.partner-state
																																								typed-intervention-enable	closed-loop	1	true	enable-contingency#0	0	intervene	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	0	event	71001			0																																																								
																																								typed-intervention-disable	closed-loop	1	true	closed-disable-withdraw#0	1	intervene	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	1	event	71001			0																																																								
																																								typed-intervention-disable	closed-loop	1	true	closed-disable-permit#0	2	intervene	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	2	event	71001			0																																																								
																																								typed-intervention-disable	closed-loop	1	true	closed-disable-suppress#0	3	intervene	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	3	event	71001			0																																																								
																																								typed-intervention-disable	closed-loop	1	true	closed-disable-wait#0	4	intervene	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	4	event	71001			0																																																								
																																								typed-intervention-disable	closed-loop	1	true	closed-disable-observe#0	5	intervene	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	5	event	71001			0																																																								
	0.25	approach	true	1.0	1.0	0.5021007809119387	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.41091220638074627	0.5	0.40371545668955244								0.5	0.2108116593636965	1.0	0.0	0.0	0.0						closed-loop	1					c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	6	tick	71001		false	0	0.5	0.4675766588341668	0.5412844036697249	0.5	0.5288250846371643	0.2460483366427853	0.2481725557357555	0.24557721841718938	0.2602018892042699	0.5	0.5	0.3819917468094622	0.3125510511501068	0.30545720204043103	0.7975818272538624	0.5432617978973306	0.5021007809119387	0.4521293507182879	0.2024181727461376	0.6408403241061436	0.5	0.8097544903162437	1.0	0.6920289574683363	0.20455157781539235	0.8451884129957179	0.630291544029443	0.5784351381039479	0.5	0.5392175690519739	0.5784351381039479	0.0	1.0	0.5196087845259869	0.5	0.5784351381039479	0.0	1.0	0.5196087845259869	0.5	0.5784351381039479	0.0	1.0	0.3	0.28	-7.0	-16.645463053000206	-16.678532241421983	1.0	true	false	false	false	threat	low	adverse
["episode-state", "episode-main", "bundle-main", "context-main"]																							-1.3299991720335476	false	-1.7481316157887556	-1.7438829022604951	0.0	4	world								reduced-coupling	closed-episode-stream#0	emission:episode-emission;distribution:closed-loop/reliable-signal;scalar_ordinal=0	common-observation-update-v1	closed-loop	1	true	closed-episode-stream#0	6	observe	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	7	event	71001			1																																																								
	1.0	approach	true	1.0	1.0	0.5021007809119387	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4121261870488064	0.5	0.40371545668955244								0.5412844036697249	0.22327548428080368	1.0	1.0	1.0	1.0						closed-loop	1					c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	8	tick	71001		false	1	0.5412844036697249	0.5347574785813811	0.576271186440678	0.5	0.5270172315188181	0.18219330400258818	0.15837525110849213	0.5125371340437024	0.1468943108452173	0.5	0.5	0.3713191359391809	0.31616035055010816	0.31252051351071103	0.9104039212319659	0.5432617978973306	0.5021007809119387	0.5125371340437024	0.0895960787680341	0.617223765680146	0.5	0.8168412748521385	1.0	0.6796814747805576	0.21827998487157607	0.790618416777824	0.630291544029443	0.5784351381039479	0.541284403669725	0.5598597708868365	0.5784351381039479	1.0	0.0	0.5505720872782807	0.541284403669725	0.5784351381039479	1.0	0.0	0.5505720872782807	0.541284403669725	0.5784351381039479	1.0	0.0	0.3	0.28	-7.0	-18.39359466878896	-18.42241514368248	1.0	true	false	true	false	threat	high	adverse
["episode-state", "episode-main", "bundle-main", "context-main"]																							-1.4485457951713672	false	-1.8706230158566253	-1.8706451094395178	0.0	4	world								full-coupling	closed-episode-stream#1	emission:episode-emission;distribution:closed-loop/reliable-signal;scalar_ordinal=0	common-observation-update-v1	closed-loop	1	true	closed-episode-stream#1	7	observe	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	9	event	71001			2																																																								
